Code,Label,Year,Number of non-employing businesses,Number of employing businesses: 1-4 employees,Number of employing businesses: 5-19 employees,Number of employing businesses: 20 or more employees,Total number of businesses,Number of non-employing business entries,Number of employing business entries: 1-4 employees,Number of employing business entries: 5-19 employees,Number of employing business entries: 20 or more employees,Total number of business entries,Number of non-employing business exits,Number of employing business exits: 1-4 employees,Number of employing business exits: 5-19 employees,Number of employing business exits: 20 or more employees,Total number of business exits,"Agriculture, forestry and fishing (no.)",Mining (no.),Manufacturing (no.),"Electricity, gas, water and waste services (no.)",Construction (no.),Wholesale trade (no.),Retail trade (no.),Accommodation and food services (no.),"Transport, postal and warehousing (no.)",Information media and telecommunications (no.),Financial and insurance services (no.),"Rental, hiring and real estate services (no.)","Professional, scientific and technical services (no.)",Administrative and support services (no.),Public administration and safety (no.),Education and training (no.),Health care and social assistance (no.),Arts and recreation services (no.),Other services (no.),Currently unknown (no.),Number of businesses with turnover of zero to less than $50k,Number of businesses with turnover of $50k to less than $200k,Number of businesses with turnover of $200k to less than $2m,Number of businesses with turnover of $2m to less than $5m,Number of businesses with turnover of $5m to less than $10m,Number of businesses with turnover of $10m or more,Number of business entries with turnover of zero to less than $50k,Number of business entries with turnover of $50k to less than $200k,Number of business entries with turnover of $200k to less than $2m,Number of business entries with turnover of $2m to less than $5m,Number of business entries with turnover of $5m to less than $10m,Number of business entries with turnover of $10m or more,Number of business exits with turnover of zero to less than $50k,Number of business exits with turnover of $50k to less than $200k,Number of business exits with turnover of $200k to less than $2m,Number of business exits with turnover of $2m to less than $5m,Number of business exits with turnover of $5m to less than $10m,Number of business exits with turnover of $10m or more,Private sector houses (no.),Private sector dwellings excluding houses (no.),Total private sector dwelling units (no.),Total dwelling units (no.),Value of private sector houses ($m),Value of private sector dwellings excluding houses ($m),Total value of private sector dwelling units ($m),Value of residential building ($m),Value of non-residential building ($m),Value of total building ($m),Number of established house transfers (no.),Median price of established house transfers ($),Number of attached dwelling transfers (no.),Median price of attached dwelling transfers ($),Debtors entering business related personal insolvencies (no.),Debtors entering non-business related personal insolvencies (no.),Total debtors entering personal insolvencies (no.),Managers (no.),Professionals (no.),Technicians and trades workers (no.),Community and personal service workers (no.),Clerical and administrative workers (no.),Sales workers (no.),Machinery operators and drivers (no.),Labourers (no.),Debtors with other or unknown occupations (no.),Area of holding - total area (ha),Dairy cattle - total (no.),Meat cattle - total (no.),Sheep and lambs - total (no.),Pigs - total (no.),Meat chickens - total (no.),Broadacre crops - total area (ha),Vegetables - total area (ha),Orchard fruit trees and nut trees (produce intended for sale) - total area - (ha),Agricultural production - total gross value ($m),Crops - total gross value ($m),Livestock slaughtered and other disposals - total gross value ($m),"Agriculture, forestry and fishing (%)",Mining (%),Manufacturing (%),"Electricity, gas, water and waste services (%)",Construction (%),Wholesale trade (%),Retail trade (%),Accommodation and food services (%),"Transport, postal and warehousing (%)",Information media and telecommunications (%),Financial and insurance services (%),"Rental, hiring and real estate services (%)","Professional, scientific and technical services (%)",Administrative and support services (%),Public administration and safety (%),Education and training (%),Health care and social assistance (%),Arts and recreation services (%),Other services (%),Industry of employment inadequately described or not stated (%),Total persons employed aged 15 years and over (no.),Houses - additions (no.),Houses - removals (no.),Houses - total (no.),Townhouses - additions (no.),Townhouses - removals (no.),Townhouses - total (no.),Apartments - additions (no.),Apartments - removals (no.),Apartments - total (no.),Total dwelling additions (no.),Total dwelling removals (no.),Total dwellings (no.)
11801,Eastern Suburbs - North,2022.0,14526,6344,1537,397,22807,3010,813,64,15,3895,2281,472,55,19,2830,187,20,368,36,1674,679,1402,893,482,712,2778,3714,4731,1000,43,441,2130,669,828,17,5733,7674,7919,954,295,243,1206,1880,754,43,16,6,317,271,157,12,-,3,75,489,564,564,455,300,755,797,223,1020,990,4035000,2310,1550000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,153,10479,33,22,11837,392,12,39477,501,187,62171
11801,Eastern Suburbs - North,2023.0,14589,5901,1509,422,22421,2517,675,45,9,3246,2608,563,83,13,3267,166,15,373,34,1677,673,1374,863,464,687,2610,3622,4748,987,40,439,2140,669,818,22,5282,7332,8204,1014,309,280,947,1603,653,33,6,4,1333,1279,594,26,9,10,71,253,324,324,422,310,732,804,280,1084,799,3910000,1728,1440000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11801,Eastern Suburbs - North,2024.0,15192,5667,1519,468,22852,2897,736,54,10,3692,2514,481,67,12,3071,163,17,376,30,1737,666,1363,853,500,687,2683,3682,4829,1045,38,441,2163,683,873,17,5309,7531,8320,1044,354,291,1060,1775,810,35,8,7,1237,1145,642,27,14,14,79,445,524,524,426,488,914,1059,207,1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11802,Eastern Suburbs - South,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.2,4.3,0.7,6,3.8,7.7,6.6,4.9,3.9,7.5,2.1,11.9,3.5,6.3,10.2,12.3,2.6,3.1,2.3,63019,-,-,-,-,-,-,-,-,-,-,-,-
11802,Eastern Suburbs - South,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,88,123,12,19,18,14,21,8,6,13,9,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,2.8,0.6,7.2,2.5,7.3,6.8,4.5,3.5,7.1,2.3,12,3.7,5.9,11.1,12.6,2.6,3.1,4,68272,-,-,-,-,-,-,-,-,-,-,-,-
11802,Eastern Suburbs - South,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,78,101,11,11,11,11,11,10,10,11,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,111,15173,103,1,9093,276,8,33321,449,120,57973
11802,Eastern Suburbs - South,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,746,2300000,1289,985000,41,82,123,18,18,18,11,23,8,8,8,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,134,15117,99,-,9192,404,6,33719,581,140,58414
11802,Eastern Suburbs - South,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,241,308,308,116,100,217,238,198,436,638,2065000,955,880000,32,71,107,14,18,23,14,15,9,7,7,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,214,14981,102,1,9293,466,1,34184,652,216,58850
11802,Eastern Suburbs - South,2020.0,8120,3630,795,184,12729,-,-,-,-,-,-,-,-,-,-,76,8,239,21,2024,331,617,610,887,267,528,1757,2325,534,42,295,1358,317,476,17,3221,4725,4245,346,117,75,-,-,-,-,-,-,-,-,-,-,-,-,74,227,301,337,130,95,224,249,470,719,682,2200000,1202,990000,28,52,75,18,4,9,11,9,4,3,7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104,113,14972,77,1,9369,542,-,34726,724,114,59460
11802,Eastern Suburbs - South,2021.0,7739,4337,853,197,13126,1435,622,25,3,2084,1322,240,30,7,1599,81,8,257,24,2117,325,683,634,769,259,561,1790,2409,586,42,317,1406,319,525,14,3726,4680,4182,354,101,83,804,884,381,13,-,-,790,553,236,14,3,5,79,211,290,291,138,93,231,274,99,373,977,2580000,1668,1020000,13,25,43,4,7,12,8,4,3,3,3,12,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,2.6,0.5,8.2,2.3,6.5,5.3,4.1,3.2,7.7,2.3,13.7,3.3,5.6,10.9,13.8,2.4,2.9,4.3,69070,67,116,14923,89,-,9458,232,-,34958,388,116,59732
11802,Eastern Suburbs - South,2022.0,7995,4386,790,192,13368,1524,573,16,-,2110,1307,391,38,5,1742,76,11,240,29,2179,315,688,608,698,264,631,1830,2493,606,42,321,1456,332,542,10,3459,4816,4522,375,97,91,716,949,433,12,-,3,101,61,51,3,-,-,84,234,318,318,175,104,279,303,816,1119,859,3111750,1625,1160000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,136,14856,87,2,9543,60,6,35012,218,144,59806
11802,Eastern Suburbs - South,2023.0,8370,4127,837,196,13530,1622,496,28,3,2149,1551,460,43,5,2059,75,9,243,34,2217,305,667,576,743,254,638,1837,2563,640,50,300,1497,345,522,15,3099,5014,4753,421,134,109,641,1055,439,8,4,3,950,731,372,14,7,-,79,403,482,482,168,216,384,416,611,1026,722,2860000,1278,1035000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11802,Eastern Suburbs - South,2024.0,8832,4047,796,216,13894,1759,578,29,3,2370,1421,355,38,7,1824,75,11,236,31,2306,320,692,557,765,261,627,1899,2605,673,49,290,1565,367,543,14,3109,5071,5028,444,142,104,685,1144,524,11,3,3,802,673,324,10,8,8,59,428,487,505,148,251,399,429,267,696,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11901,Bankstown,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,11.2,0.9,8.4,5.5,10.9,6,8.1,2,5.2,1.3,5.8,3.2,5.5,6.7,9.8,1.3,4.5,3.3,61734,-,-,-,-,-,-,-,-,-,-,-,-
11901,Bankstown,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,129,178,14,12,22,21,28,12,19,27,20,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.1,7.3,0.8,9.9,3.6,10.4,6.2,7.8,1.8,5,1.5,6.2,3.4,5.2,7.6,10.7,1.4,4.5,6.4,67313,-,-,-,-,-,-,-,-,-,-,-,-
11901,Bankstown,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,181,216,11,18,42,25,45,18,18,23,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,431,362,37588,863,-,11105,466,-,10962,1760,362,59844
11901,Bankstown,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1569,990000,759,590000,47,160,208,24,14,30,31,28,14,20,31,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,388,357,37619,606,-,11711,452,-,11414,1446,357,60933
11901,Bankstown,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,420,520,940,940,116,161,276,277,261,538,1245,865000,537,555000,38,154,193,18,15,18,23,33,15,24,23,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,466,348,37737,651,2,12360,397,-,11811,1514,350,62097
11901,Bankstown,2020.0,10447,5913,1441,359,18160,-,-,-,-,-,-,-,-,-,-,45,14,974,64,4140,897,1234,637,3047,117,477,1684,1589,856,202,238,939,133,858,15,4919,6386,5514,763,295,283,-,-,-,-,-,-,-,-,-,-,-,-,373,1228,1601,1629,111,425,536,542,206,749,1478,935000,661,570000,41,115,156,12,18,21,21,21,14,18,12,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,392,310,37819,408,1,12767,391,-,12202,1191,311,62977
11901,Bankstown,2021.0,9947,7407,1517,361,19232,2353,1469,67,8,3897,2106,579,57,7,2749,56,14,992,76,4475,953,1348,693,2950,118,544,1758,1706,912,181,282,1086,144,931,13,5848,6410,5646,747,295,286,1454,1550,835,43,9,6,1282,916,506,50,14,3,462,672,1134,1156,159,225,384,392,357,748,2021,1050000,951,585000,28,67,97,10,3,15,10,12,3,15,13,16,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.1,7,0.8,8.7,3.3,9.9,5.2,7.7,1.7,5.7,1.5,7.2,3,5.5,8.9,12.8,1.2,3.9,6,66090,335,415,37739,422,2,13187,461,-,12663,1218,417,63778
11901,Bankstown,2022.0,10999,7559,1549,381,20490,3060,1370,60,4,4502,2095,902,92,14,3105,48,16,1015,75,4861,1017,1431,759,2978,129,624,1811,1829,987,183,305,1244,142,1028,17,5761,7249,6061,795,315,314,1480,1993,969,40,11,7,54,33,23,-,-,-,375,892,1267,1303,155,319,474,488,373,861,1983,1259000,871,615000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,401,560,37580,432,2,13617,123,-,12786,957,562,64173
11901,Bankstown,2023.0,11670,7278,1521,410,20879,2908,1334,78,8,4328,3211,1182,94,14,4501,47,16,1009,80,4951,1011,1409,751,3172,114,639,1772,1916,1054,172,285,1327,145,996,13,5205,7430,6650,897,324,373,1305,1960,991,46,15,11,1973,1592,852,57,15,14,301,578,879,887,141,238,378,387,170,557,1544,1210500,780,590000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11901,Bankstown,2024.0,12594,7305,1551,429,21875,3369,1372,79,12,4835,2745,912,92,14,3766,48,14,1024,81,5033,1039,1433,794,3469,111,679,1884,2008,1087,176,321,1466,149,1044,12,5265,7733,7132,952,389,412,1458,2178,1127,51,12,12,1573,1396,691,84,10,9,299,647,946,946,137,275,412,414,422,836,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11902,Canterbury,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,9.2,0.6,7.9,5.1,11.4,8.7,8.4,2.1,5.1,1.4,5.9,4.1,4.8,5.7,9.9,1.2,4.5,3.8,48674,-,-,-,-,-,-,-,-,-,-,-,-
11902,Canterbury,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,108,158,17,14,27,17,13,14,13,28,10,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.1,5.8,0.4,9.2,3.1,10.8,8.7,7.9,2,4.8,1.5,6.3,4.6,4.8,6.5,10.8,1.3,4.3,6.8,54677,-,-,-,-,-,-,-,-,-,-,-,-
11902,Canterbury,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,124,157,17,4,27,25,13,16,26,16,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172,124,24019,128,-,5103,998,14,19829,1298,138,49088
11902,Canterbury,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,682,1185000,1165,585000,29,129,157,11,19,19,19,29,14,26,19,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201,116,24104,152,-,5255,975,-,20804,1328,116,50300
11902,Canterbury,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,214,553,767,815,79,156,236,253,165,418,588,1000000,755,540000,46,76,127,11,7,7,17,15,7,30,17,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225,114,24215,164,2,5417,706,-,21510,1095,116,51279
11902,Canterbury,2020.0,10558,3806,817,186,15367,-,-,-,-,-,-,-,-,-,-,31,3,481,36,3277,567,938,554,4123,103,354,1285,1194,808,113,162,633,125,560,20,5232,5615,3769,424,190,137,-,-,-,-,-,-,-,-,-,-,-,-,205,275,480,488,83,74,157,161,51,211,675,1100000,941,531500,39,72,114,10,4,13,13,19,9,14,18,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,203,129,24289,111,-,5528,574,-,22084,888,129,52038
11902,Canterbury,2021.0,10129,4625,839,185,15778,2237,882,39,3,3161,2089,354,54,7,2504,38,3,478,34,3431,600,1016,601,3986,110,377,1323,1223,836,114,178,663,130,622,16,6274,5065,3729,404,168,138,1380,1169,583,17,9,3,1279,792,358,39,11,4,180,370,550,558,82,107,189,191,66,257,982,1284000,1166,555000,23,43,63,9,5,11,9,9,3,14,7,7,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.1,5.3,0.5,7.9,3,10.9,6.4,7.5,1.9,5.3,1.8,7.5,3.9,5.2,7.9,13.4,1.3,3.9,6.1,51357,171,135,24325,106,-,5634,186,-,22270,464,135,52367
11902,Canterbury,2022.0,10577,4738,833,192,16341,2566,864,36,3,3468,2002,585,48,3,2637,31,4,482,37,3597,592,1051,660,3945,98,405,1393,1318,832,149,206,740,139,648,11,5945,5714,3927,451,165,140,1270,1597,564,25,12,4,281,207,133,5,3,-,159,324,483,491,94,106,201,205,63,268,948,1460000,1060,555000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150,186,24289,79,-,5713,215,-,22485,445,186,52626
11902,Canterbury,2023.0,11102,4455,823,171,16551,2681,768,37,4,3490,2541,742,67,6,3356,34,3,480,34,3569,575,1053,590,4018,99,443,1430,1371,878,134,202,812,155,657,14,5114,6314,4252,525,178,168,1113,1677,645,38,9,8,1568,1162,560,33,10,3,185,154,339,339,114,65,179,181,119,300,804,1397500,1038,522000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11902,Canterbury,2024.0,11708,4287,818,184,17008,2874,794,39,3,3704,2345,555,55,3,2971,34,3,453,30,3661,563,1069,596,4266,96,468,1426,1371,898,138,231,860,141,684,14,4970,6525,4585,521,227,177,1189,1784,699,30,7,5,1308,1150,465,40,4,3,143,121,264,264,97,55,152,154,85,239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11903,Hurstville,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,7.9,0.8,6.2,5.6,10.1,7.5,7.2,2.4,7.1,1.9,9,3.6,5.2,7.3,10.5,1.4,3.4,2.6,53464,-,-,-,-,-,-,-,-,-,-,-,-
11903,Hurstville,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,79,99,9,5,7,16,26,4,11,17,11,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.1,5.2,0.7,7.2,3.5,10.1,8.4,6.1,2.1,6.9,2.2,9.2,3.9,4.7,7.5,11.5,1.5,3.4,5.4,58645,-,-,-,-,-,-,-,-,-,-,-,-
11903,Hurstville,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,91,111,13,9,19,9,14,8,9,6,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,222,155,25431,138,-,5908,478,-,16612,838,155,48166
11903,Hurstville,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,841,1350000,1051,700000,28,74,104,16,11,21,12,18,11,5,8,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,204,201,25434,137,-,6045,803,-,17415,1144,201,49109
11903,Hurstville,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,298,517,520,100,94,194,196,168,364,745,1200000,746,665000,27,84,111,13,12,11,12,16,8,13,5,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,222,181,25475,178,-,6223,617,3,18029,1017,184,49942
11903,Hurstville,2020.0,8206,3629,861,173,12869,-,-,-,-,-,-,-,-,-,-,45,-,375,32,2209,537,859,583,1584,78,553,1933,1684,660,33,193,862,113,521,13,3851,4589,3773,410,146,100,-,-,-,-,-,-,-,-,-,-,-,-,274,869,1143,1191,140,280,420,439,123,562,851,1263750,871,670000,27,57,83,10,9,3,13,14,10,3,3,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,247,219,25503,112,-,6335,316,4,18341,675,223,50394
11903,Hurstville,2021.0,7647,4442,881,159,13129,1403,652,23,3,2081,1373,264,33,3,1672,47,3,377,36,2310,549,916,591,1468,72,545,1936,1797,683,33,196,898,111,549,12,4398,4471,3620,421,137,82,919,792,347,21,3,-,909,501,222,21,5,3,218,447,665,688,126,150,276,284,33,317,1088,1460000,1128,675000,18,26,44,10,5,5,6,6,3,3,10,6,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.1,4.9,0.6,6.9,3.3,9.8,6.4,6.2,1.8,7.5,2,10,3.7,4.7,7.9,14.4,1.3,3.2,5.1,59506,231,235,25499,125,-,6460,99,2,18438,455,237,50612
11903,Hurstville,2022.0,7944,4438,847,146,13372,1597,587,28,-,2214,1347,403,36,-,1787,45,3,389,31,2374,540,924,581,1378,77,554,1994,1849,696,43,207,972,127,579,13,4259,4665,3828,414,115,88,851,963,379,18,4,3,283,193,115,4,-,3,206,360,566,586,131,147,278,286,82,368,1038,1756000,1114,685000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189,269,25419,129,-,6589,173,-,18611,491,269,50834
11903,Hurstville,2023.0,8295,4199,857,160,13511,1648,580,32,4,2264,1602,476,56,3,2135,39,3,382,33,2352,521,932,584,1433,89,606,2004,1838,703,40,221,1013,132,574,12,3802,4766,4216,493,137,97,801,1015,424,17,6,3,1087,660,323,32,8,4,179,263,442,486,141,121,261,283,109,392,879,1670000,1078,685000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
